dm,gdr,smk,age,sbp,chl,refv,AFR_D,AFR_E,AMR_A,AMR_B,AMR_D,EMR_B,EMR_D,EUR_A,EUR_B,EUR_C,SEAR_B,SEAR_D,WPR_B,WPR_A
0,0,0,60,140,7,600001407,<10%,<10%,<10%,<10%,<10%,10% to <20%,10% to <20%,<10%,<10%,<10%,10% to <20%,20% to <30%,<10%,<10%
0,0,0,60,140,8,600001408,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,20% to <30%,<10%,10% to <20%,<10%,20% to <30%,30% to <40%,10% to <20%,<10%
0,0,0,60,160,4,600001604,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,0,0,60,160,5,600001605,<10%,<10%,<10%,<10%,<10%,10% to <20%,10% to <20%,<10%,<10%,<10%,10% to <20%,10% to <20%,<10%,<10%
0,0,0,60,160,6,600001606,10% to <20%,<10%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,<10%,<10%,<10%,10% to <20%,20% to <30%,10% to <20%,<10%
0,0,0,60,160,7,600001607,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,20% to <30%,<10%,10% to <20%,<10%,20% to <30%,30% to <40%,10% to <20%,<10%
0,0,0,60,160,8,600001608,20% to <30%,20% to <30%,20% to <30%,20% to <30%,20% to <30%,>=40%,30% to <40%,10% to <20%,20% to <30%,10% to <20%,>=40%,>=40%,20% to <30%,10% to <20%
0,0,0,60,180,4,600001804,20% to <30%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,20% to <30%,10% to <20%,<10%,10% to <20%,10% to <20%,20% to <30%,30% to <40%,20% to <30%,10% to <20%
0,0,0,60,180,5,600001805,20% to <30%,20% to <30%,20% to <30%,20% to <30%,20% to <30%,30% to <40%,20% to <30%,10% to <20%,20% to <30%,10% to <20%,30% to <40%,>=40%,20% to <30%,10% to <20%
0,0,0,60,180,6,600001806,30% to <40%,20% to <30%,30% to <40%,30% to <40%,30% to <40%,>=40%,30% to <40%,10% to <20%,20% to <30%,20% to <30%,>=40%,>=40%,30% to <40%,20% to <30%
0,0,0,60,180,7,600001807,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,10% to <20%,>=40%,30% to <40%,>=40%,>=40%,>=40%,30% to <40%
0,0,0,60,180,8,600001808,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,0,0,70,120,4,700001204,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,0,0,70,120,5,700001205,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,0,0,70,120,6,700001206,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,0,0,70,120,7,700001207,<10%,<10%,<10%,<10%,<10%,10% to <20%,10% to <20%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,0,0,70,120,8,700001208,10% to <20%,10% to <20%,<10%,10% to <20%,<10%,20% to <30%,10% to <20%,<10%,<10%,10% to <20%,10% to <20%,10% to <20%,<10%,<10%
0,0,0,70,140,4,700001404,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,0,0,70,140,5,700001405,<10%,<10%,<10%,<10%,<10%,10% to <20%,10% to <20%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,0,0,70,140,6,700001406,10% to <20%,<10%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,<10%,<10%,<10%,10% to <20%,10% to <20%,<10%,<10%
0,0,0,70,140,7,700001407,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,<10%
0,0,0,70,140,8,700001408,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,30% to <40%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,30% to <40%,10% to <20%,10% to <20%
0,0,0,70,160,4,700001604,<10%,<10%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,<10%,<10%,<10%,10% to <20%,10% to <20%,10% to <20%,<10%
0,0,0,70,160,5,700001605,10% to <20%,<10%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%
0,0,0,70,160,6,700001606,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,30% to <40%,10% to <20%,10% to <20%
0,0,0,70,160,7,700001607,20% to <30%,10% to <20%,20% to <30%,20% to <30%,20% to <30%,30% to <40%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,30% to <40%,10% to <20%,10% to <20%
0,0,0,70,160,8,700001608,20% to <30%,20% to <30%,20% to <30%,20% to <30%,20% to <30%,>=40%,30% to <40%,20% to <30%,20% to <30%,20% to <30%,>=40%,>=40%,20% to <30%,10% to <20%
0,0,0,70,180,4,700001804,20% to <30%,10% to <20%,20% to <30%,20% to <30%,20% to <30%,20% to <30%,20% to <30%,10% to <20%,20% to <30%,20% to <30%,20% to <30%,30% to <40%,20% to <30%,10% to <20%
0,0,0,70,180,5,700001805,30% to <40%,20% to <30%,20% to <30%,20% to <30%,30% to <40%,30% to <40%,30% to <40%,20% to <30%,20% to <30%,30% to <40%,30% to <40%,>=40%,30% to <40%,20% to <30%
0,0,0,70,180,6,700001806,30% to <40%,20% to <30%,30% to <40%,30% to <40%,30% to <40%,>=40%,>=40%,20% to <30%,30% to <40%,30% to <40%,>=40%,>=40%,30% to <40%,20% to <30%
0,0,0,70,180,7,700001807,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,30% to <40%
0,0,0,70,180,8,700001808,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,1,40,120,4,401011204,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,1,40,120,5,401011205,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,1,40,120,6,401011206,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,1,40,120,7,401011207,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,1,40,120,8,401011208,<10%,10% to <20%,10% to <20%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,10% to <20%,10% to <20%,<10%,<10%
0,1,1,40,140,4,401011404,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,1,40,140,5,401011405,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,1,40,140,6,401011406,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,1,40,140,7,401011407,10% to <20%,10% to <20%,10% to <20%,10% to <20%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,1,1,40,140,8,401011408,30% to <40%,30% to <40%,>=40%,20% to <30%,10% to <20%,<10%,10% to <20%,<10%,20% to <30%,10% to <20%,20% to <30%,>=40%,20% to <30%,10% to <20%
0,1,1,40,160,4,401011604,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,1,40,160,5,401011605,<10%,10% to <20%,10% to <20%,10% to <20%,<10%,<10%,10% to <20%,<10%,<10%,<10%,<10%,10% to <20%,10% to <20%,<10%
0,1,1,40,160,6,401011606,10% to <20%,20% to <30%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,<10%,10% to <20%,<10%,10% to <20%,20% to <30%,10% to <20%,10% to <20%
0,1,1,40,160,7,401011607,30% to <40%,30% to <40%,>=40%,30% to <40%,10% to <20%,10% to <20%,20% to <30%,<10%,20% to <30%,10% to <20%,20% to <30%,>=40%,20% to <30%,20% to <30%
0,1,1,40,160,8,401011608,>=40%,>=40%,>=40%,>=40%,>=40%,20% to <30%,>=40%,10% to <20%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,1,40,180,4,401011804,20% to <30%,30% to <40%,20% to <30%,30% to <40%,10% to <20%,10% to <20%,20% to <30%,<10%,10% to <20%,10% to <20%,20% to <30%,20% to <30%,30% to <40%,20% to <30%
0,1,1,40,180,5,401011805,30% to <40%,>=40%,30% to <40%,>=40%,30% to <40%,20% to <30%,30% to <40%,10% to <20%,20% to <30%,20% to <30%,30% to <40%,>=40%,>=40%,30% to <40%
0,1,1,40,180,6,401011806,>=40%,>=40%,>=40%,>=40%,>=40%,30% to <40%,>=40%,10% to <20%,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%
0,1,1,40,180,7,401011807,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,20% to <30%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,1,40,180,8,401011808,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,1,50,120,4,501011204,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,1,50,120,5,501011205,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,1,50,120,6,501011206,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,1,50,120,7,501011207,<10%,<10%,10% to <20%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,1,1,50,120,8,501011208,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,<10%,10% to <20%,<10%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,<10%
0,1,1,50,140,4,501011404,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,1,50,140,5,501011405,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,1,50,140,6,501011406,<10%,10% to <20%,10% to <20%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,1,1,50,140,7,501011407,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,<10%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%
0,1,1,50,140,8,501011408,30% to <40%,30% to <40%,>=40%,20% to <30%,20% to <30%,10% to <20%,20% to <30%,10% to <20%,20% to <30%,20% to <30%,20% to <30%,>=40%,20% to <30%,20% to <30%
0,1,1,50,160,4,501011604,<10%,10% to <20%,10% to <20%,10% to <20%,<10%,<10%,10% to <20%,<10%,<10%,<10%,<10%,10% to <20%,10% to <20%,<10%
0,1,1,50,160,5,501011605,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,<10%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%
0,1,1,50,160,6,501011606,20% to <30%,20% to <30%,20% to <30%,20% to <30%,10% to <20%,10% to <20%,20% to <30%,<10%,10% to <20%,10% to <20%,10% to <20%,30% to <40%,20% to <30%,10% to <20%
0,1,1,50,160,7,501011607,30% to <40%,30% to <40%,>=40%,30% to <40%,20% to <30%,20% to <30%,30% to <40%,10% to <20%,20% to <30%,20% to <30%,30% to <40%,>=40%,30% to <40%,20% to <30%
0,1,1,50,160,8,501011608,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,20% to <30%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,1,50,180,4,501011804,30% to <40%,30% to <40%,30% to <40%,30% to <40%,20% to <30%,20% to <30%,30% to <40%,10% to <20%,20% to <30%,20% to <30%,20% to <30%,30% to <40%,30% to <40%,20% to <30%
0,1,1,50,180,5,501011805,>=40%,>=40%,>=40%,>=40%,30% to <40%,30% to <40%,>=40%,10% to <20%,30% to <40%,30% to <40%,30% to <40%,>=40%,>=40%,30% to <40%
0,1,1,50,180,6,501011806,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,20% to <30%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,1,50,180,7,501011807,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,1,50,180,8,501011808,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,1,60,120,4,601011204,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,1,60,120,5,601011205,<10%,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,1,1,60,120,6,601011206,<10%,<10%,10% to <20%,<10%,<10%,10% to <20%,10% to <20%,<10%,<10%,10% to <20%,<10%,10% to <20%,<10%,<10%
0,1,1,60,120,7,601011207,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,<10%,10% to <20%,10% to <20%,<10%,20% to <30%,10% to <20%,<10%
0,1,1,60,120,8,601011208,10% to <20%,10% to <20%,30% to <40%,10% to <20%,10% to <20%,20% to <30%,30% to <40%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,30% to <40%,10% to <20%,10% to <20%
0,1,1,60,140,4,601011404,<10%,<10%,10% to <20%,<10%,<10%,10% to <20%,10% to <20%,<10%,<10%,10% to <20%,<10%,10% to <20%,10% to <20%,<10%
0,1,1,60,140,5,601011405,10% to <20%,<10%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,<10%,10% to <20%,10% to <20%,<10%,20% to <30%,10% to <20%,<10%
0,1,1,60,140,6,601011406,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,20% to <30%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%
0,1,1,60,140,7,601011407,20% to <30%,10% to <20%,30% to <40%,20% to <30%,10% to <20%,30% to <40%,30% to <40%,10% to <20%,20% to <30%,20% to <30%,10% to <20%,>=40%,20% to <30%,10% to <20%
0,1,1,60,140,8,601011408,30% to <40%,30% to <40%,>=40%,30% to <40%,20% to <30%,>=40%,>=40%,20% to <30%,30% to <40%,30% to <40%,20% to <30%,>=40%,30% to <40%,20% to <30%
0,1,1,60,160,4,601011604,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,20% to <30%,20% to <30%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,20% to <30%,20% to <30%,10% to <20%
0,1,1,60,160,5,601011605,20% to <30%,10% to <20%,30% to <40%,20% to <30%,10% to <20%,20% to <30%,30% to <40%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,30% to <40%,20% to <30%,10% to <20%
0,1,1,60,160,6,601011606,20% to <30%,20% to <30%,>=40%,30% to <40%,20% to <30%,30% to <40%,>=40%,10% to <20%,20% to <30%,30% to <40%,20% to <30%,>=40%,30% to <40%,20% to <30%
0,1,1,60,160,7,601011607,30% to <40%,30% to <40%,>=40%,30% to <40%,30% to <40%,>=40%,>=40%,20% to <30%,30% to <40%,>=40%,30% to <40%,>=40%,>=40%,30% to <40%
0,1,1,60,160,8,601011608,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,1,60,180,4,601011804,30% to <40%,30% to <40%,>=40%,>=40%,30% to <40%,>=40%,>=40%,20% to <30%,30% to <40%,>=40%,30% to <40%,>=40%,>=40%,30% to <40%
0,1,1,60,180,5,601011805,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,1,60,180,6,601011806,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,1,60,180,7,601011807,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,1,60,180,8,601011808,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,1,70,120,4,701011204,<10%,<10%,10% to <20%,<10%,<10%,10% to <20%,10% to <20%,<10%,<10%,10% to <20%,<10%,10% to <20%,<10%,<10%
0,1,1,70,120,5,701011205,<10%,<10%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,<10%,10% to <20%,10% to <20%,10% to <20%
0,1,1,70,120,6,701011206,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,20% to <30%,10% to <20%,10% to <20%
0,1,1,70,120,7,701011207,10% to <20%,10% to <20%,30% to <40%,10% to <20%,10% to <20%,20% to <30%,30% to <40%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,20% to <30%,10% to <20%,10% to <20%
0,1,1,70,120,8,701011208,10% to <20%,10% to <20%,>=40%,20% to <30%,20% to <30%,30% to <40%,>=40%,20% to <30%,20% to <30%,30% to <40%,10% to <20%,30% to <40%,20% to <30%,10% to <20%
0,1,1,70,140,4,701011404,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,10% to <20%
0,1,1,70,140,5,701011405,10% to <20%,10% to <20%,30% to <40%,10% to <20%,10% to <20%,20% to <30%,20% to <30%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,20% to <30%,20% to <30%,10% to <20%
0,1,1,70,140,6,701011406,20% to <30%,10% to <20%,30% to <40%,20% to <30%,20% to <30%,30% to <40%,30% to <40%,20% to <30%,20% to <30%,30% to <40%,10% to <20%,30% to <40%,30% to <40%,20% to <30%
0,1,1,70,140,7,701011407,20% to <30%,20% to <30%,>=40%,20% to <30%,20% to <30%,30% to <40%,>=40%,20% to <30%,20% to <30%,30% to <40%,20% to <30%,>=40%,30% to <40%,20% to <30%
0,1,1,70,140,8,701011408,30% to <40%,30% to <40%,>=40%,30% to <40%,>=40%,>=40%,>=40%,30% to <40%,30% to <40%,>=40%,20% to <30%,>=40%,30% to <40%,30% to <40%
0,1,1,70,160,4,701011604,10% to <20%,10% to <20%,30% to <40%,20% to <30%,20% to <30%,20% to <30%,30% to <40%,20% to <30%,20% to <30%,30% to <40%,10% to <20%,30% to <40%,20% to <30%,20% to <30%
0,1,1,70,160,5,701011605,20% to <30%,20% to <30%,>=40%,20% to <30%,20% to <30%,30% to <40%,>=40%,20% to <30%,20% to <30%,30% to <40%,20% to <30%,30% to <40%,30% to <40%,20% to <30%
0,1,1,70,160,6,701011606,30% to <40%,20% to <30%,>=40%,30% to <40%,30% to <40%,>=40%,>=40%,30% to <40%,30% to <40%,>=40%,20% to <30%,>=40%,>=40%,30% to <40%
0,1,1,70,160,7,701011607,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,30% to <40%,>=40%,>=40%,30% to <40%
0,1,1,70,160,8,701011608,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,1,70,180,4,701011804,30% to <40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,30% to <40%,>=40%,>=40%,>=40%
0,1,1,70,180,5,701011805,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,1,70,180,6,701011806,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,1,70,180,7,701011807,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,1,70,180,8,701011808,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,0,40,120,4,401001204,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,40,120,5,401001205,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,40,120,6,401001206,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,40,120,7,401001207,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,40,120,8,401001208,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,40,140,4,401001404,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,40,140,5,401001405,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,40,140,6,401001406,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,40,140,7,401001407,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,40,140,8,401001408,10% to <20%,10% to <20%,20% to <30%,10% to <20%,<10%,<10%,<10%,<10%,10% to <20%,<10%,10% to <20%,20% to <30%,10% to <20%,<10%
0,1,0,40,160,4,401001604,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,40,160,5,401001605,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,40,160,6,401001606,<10%,10% to <20%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,1,0,40,160,7,401001607,10% to <20%,20% to <30%,20% to <30%,10% to <20%,<10%,<10%,10% to <20%,<10%,<10%,<10%,10% to <20%,20% to <30%,10% to <20%,<10%
0,1,0,40,160,8,401001608,30% to <40%,20% to <30%,>=40%,30% to <40%,20% to <30%,10% to <20%,20% to <30%,<10%,20% to <30%,20% to <30%,20% to <30%,>=40%,20% to <30%,20% to <30%
0,1,0,40,180,4,401001804,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,<10%,10% to <20%,<10%,<10%,<10%,10% to <20%,10% to <20%,10% to <20%,10% to <20%
0,1,0,40,180,5,401001805,20% to <30%,20% to <30%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,20% to <30%,<10%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,20% to <30%,10% to <20%
0,1,0,40,180,6,401001806,30% to <40%,30% to <40%,30% to <40%,30% to <40%,20% to <30%,10% to <20%,20% to <30%,<10%,20% to <30%,20% to <30%,20% to <30%,30% to <40%,30% to <40%,20% to <30%
0,1,0,40,180,7,401001807,>=40%,>=40%,>=40%,>=40%,30% to <40%,20% to <30%,30% to <40%,10% to <20%,30% to <40%,30% to <40%,>=40%,>=40%,>=40%,30% to <40%
0,1,0,40,180,8,401001808,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%
0,1,0,50,120,4,501001204,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,50,120,5,501001205,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,50,120,6,501001206,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,50,120,7,501001207,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,50,120,8,501001208,<10%,<10%,10% to <20%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,1,0,50,140,4,501001404,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,50,140,5,501001405,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,50,140,6,501001406,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,50,140,7,501001407,<10%,<10%,10% to <20%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,1,0,50,140,8,501001408,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,<10%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%
0,1,0,50,160,4,501001604,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,1,0,50,160,5,501001605,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,1,0,50,160,6,501001606,10% to <20%,10% to <20%,10% to <20%,10% to <20%,<10%,<10%,10% to <20%,<10%,<10%,<10%,<10%,10% to <20%,10% to <20%,<10%
0,1,0,50,160,7,501001607,10% to <20%,20% to <30%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,<10%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%
0,1,0,50,160,8,501001608,30% to <40%,20% to <30%,>=40%,30% to <40%,20% to <30%,20% to <30%,30% to <40%,10% to <20%,20% to <30%,20% to <30%,20% to <30%,>=40%,30% to <40%,20% to <30%
0,1,0,50,180,4,501001804,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,<10%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,20% to <30%,10% to <20%
0,1,0,50,180,5,501001805,20% to <30%,20% to <30%,20% to <30%,20% to <30%,20% to <30%,20% to <30%,20% to <30%,<10%,20% to <30%,20% to <30%,20% to <30%,30% to <40%,20% to <30%,20% to <30%
0,1,0,50,180,6,501001806,30% to <40%,30% to <40%,30% to <40%,30% to <40%,20% to <30%,20% to <30%,30% to <40%,10% to <20%,20% to <30%,30% to <40%,20% to <30%,>=40%,30% to <40%,20% to <30%
